timestamp,device,estimated_area,distance_to_master_bedroom,distance_to_master_bathroom,distance_to_lounge,distance_to_kitchen,distance_to_office,distance_to_sky_floor,distance_to_balcony
2025-02-09T07:00:50.232535-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.233078-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.233615-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.234114-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.234673-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.235206-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.235783-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.236389-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.237057-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.237617-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.238152-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.238666-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.239155-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.239639-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.240140-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.240692-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.241199-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.241761-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.242343-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.242942-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.243548-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.244182-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.244726-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.245291-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.245882-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.246468-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.247011-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.247617-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.248210-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.248763-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.249328-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.249919-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.250460-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.250980-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.251469-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.251985-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.252483-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.252993-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.253480-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.253990-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.254515-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.255044-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.255532-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.256059-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.256559-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.257066-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.257549-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.258039-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.258541-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.259063-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.259548-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.260045-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.260528-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.261051-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.261543-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.262039-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.262515-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.263034-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.263524-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.264020-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.264500-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.264997-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.265496-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.265990-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.266466-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.266976-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.267495-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.267997-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.268477-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.268991-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.269511-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.270021-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.270505-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.271021-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.271522-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.272076-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.272666-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.273187-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.273779-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.274373-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.274934-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.275451-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.275976-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.276461-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.276959-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.277461-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.277970-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.278454-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.279031-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.279594-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.280154-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.280666-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.281200-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.281724-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.282210-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.282704-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.283174-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.283695-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.284218-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.284723-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.285199-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.285691-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.286234-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.286747-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.287229-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.287849-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.288408-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.289169-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.289804-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.290344-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.290889-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.291435-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.291998-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.292499-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.293049-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.293586-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.294102-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.294625-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.295146-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.295662-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.296147-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.296680-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.297177-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.297704-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.298237-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.298891-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.299397-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.299927-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.300414-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.300944-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.301476-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.302029-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.302539-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.303111-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.303679-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.304227-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.304789-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.305313-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.305945-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.306624-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.307209-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.307847-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.308374-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.308996-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.309569-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.310296-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.310905-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.311430-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.311954-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.312552-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.313081-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.313616-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.314129-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.314634-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.315156-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.315659-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.316145-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.316875-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.317429-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.318091-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.318732-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.319281-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.319822-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.320349-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.320894-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.321389-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.321935-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.322418-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.322958-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.323487-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.324060-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.324611-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.325134-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.325661-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.326190-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.326728-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.327282-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.327829-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.328356-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.328882-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.329361-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.329910-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.330437-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.330982-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.331489-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.332010-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.332518-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.333014-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.333526-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.334054-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.334551-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.335063-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.335544-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.336077-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.336586-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.337085-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.337564-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.338067-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.338565-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.339072-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.339551-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.340037-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.340527-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.341043-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.341551-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.342173-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.342764-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.343306-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.343881-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.344385-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.344910-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.345390-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.345917-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.346411-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.346929-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.347406-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.347924-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.348435-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.348942-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.349428-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.349922-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.350434-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.350973-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.351463-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.351954-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.352450-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.352974-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.353470-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.353969-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.354456-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.354946-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.355495-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.356013-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.356509-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.357005-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.357498-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.358024-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.358582-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.359133-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.359698-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.360241-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.360764-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.361293-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.361858-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.362405-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.363011-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.363588-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.364138-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.364666-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.365192-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.365730-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.366264-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.366798-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.367338-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.367876-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.368430-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.368956-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.369501-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.370015-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.370535-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.371043-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.371546-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.372047-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.372532-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.373048-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.373543-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.374123-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.374682-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.375355-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.375967-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.376538-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.377070-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.377589-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.378164-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.378681-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.379235-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.379786-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.380312-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.380890-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.381413-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.381932-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.382413-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.382919-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.383438-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.383949-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.384437-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.384934-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.385399-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.385924-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.386455-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.386966-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.387503-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:50.388075-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:50.388582-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:50.389099-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:50.389621-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:50.390139-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:50.390668-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
